album_uri,album_name,album_img,album_release_date,album_release_year,base_album_name,album_popularity,track_name,track_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,key_mode,track_popularity
3ohoOaSAg6Mp64nFNYB5bM,Röd,https://i.scdn.co/image/58f0959cc9ae01d35fcd77f3f46014847ffeeee1,2009-11-05,2009-11-05,röd,50,ensamheten,4MqG4snfHc8Y2D5gJrqN0V,0.513,0.787,E,-6.696,minor,0.0443,9e-4,0.00235,0.101,0.175,127.924,346040,4,E minor,36
3ohoOaSAg6Mp64nFNYB5bM,Röd,https://i.scdn.co/image/58f0959cc9ae01d35fcd77f3f46014847ffeeee1,2009-11-05,2009-11-05,röd,50,töntarna,6obXvjVF91KAeLNDOECFvi,0.572,0.91,B,-5.409,minor,0.0421,2.97e-5,2.49e-4,0.089,0.338,99.987,277827,4,B minor,44
3ohoOaSAg6Mp64nFNYB5bM,Röd,https://i.scdn.co/image/58f0959cc9ae01d35fcd77f3f46014847ffeeee1,2009-11-05,2009-11-05,röd,50,det finns inga ord,5xyTwQq3aeo6ZqqdL5uTD7,0.443,0.722,F,-7.636,major,0.0296,0.00226,6.83e-4,0.084,0.132,95.961,419707,4,F major,37
7ABYhkgpW9GIhOU70M1A1P,En plats i solen,https://i.scdn.co/image/dede001ffb74bf48101ffe15d78baf7abe72d766,2010-06-30,2010-06-30,en plats i solen,49,glasäpplen,4xWUWGMWZPNP25s2GKfq7M,0.566,0.832,E,-8.188,minor,0.0321,3.61e-5,4.45e-4,0.114,0.59,125,288013,4,E minor,41
7ABYhkgpW9GIhOU70M1A1P,En plats i solen,https://i.scdn.co/image/dede001ffb74bf48101ffe15d78baf7abe72d766,2010-06-30,2010-06-30,en plats i solen,49,ismael,0Aus6ITqXh47Wl7jdoa9TF,0.591,0.787,B,-8.054,minor,0.0315,7.5e-5,0.0255,0.395,0.516,127.989,265147,4,B minor,42
7ABYhkgpW9GIhOU70M1A1P,En plats i solen,https://i.scdn.co/image/dede001ffb74bf48101ffe15d78baf7abe72d766,2010-06-30,2010-06-30,en plats i solen,49,skisser för sommaren,6BvjxICLacA5geSzQTaUnP,0.566,0.738,F,-7.857,major,0.033,1.1e-5,0.00115,0.195,0.807,120.037,255160,4,F major,45
7ABYhkgpW9GIhOU70M1A1P,En plats i solen,https://i.scdn.co/image/dede001ffb74bf48101ffe15d78baf7abe72d766,2010-06-30,2010-06-30,en plats i solen,49,ärlighet respekt kärlek,3Vk9bCKC3TreXPBHpDmRA9,0.453,0.66,C#,-8.567,minor,0.0265,3.25e-5,1.24e-4,0.0988,0.218,91.978,268453,4,C# minor,38
7ABYhkgpW9GIhOU70M1A1P,En plats i solen,https://i.scdn.co/image/dede001ffb74bf48101ffe15d78baf7abe72d766,2010-06-30,2010-06-30,en plats i solen,49,varje gång du möter min blick,4uJrk6J8rpWdpKQ6eN3iYk,0.467,0.636,E,-9.176,minor,0.0247,0.00306,2.27e-6,0.101,0.336,91.009,267840,4,E minor,39
7ABYhkgpW9GIhOU70M1A1P,En plats i solen,https://i.scdn.co/image/dede001ffb74bf48101ffe15d78baf7abe72d766,2010-06-30,2010-06-30,en plats i solen,49,ensam lång väg hem,1fIZ29S0Z8Jplf3L23hYEq,0.6,0.596,D,-9.988,minor,0.0258,0.012,0.0107,0.0563,0.597,106.003,251133,4,D minor,36
7ABYhkgpW9GIhOU70M1A1P,En plats i solen,https://i.scdn.co/image/dede001ffb74bf48101ffe15d78baf7abe72d766,2010-06-30,2010-06-30,en plats i solen,49,team building,7xG85kspoCqethpFGHSS30,0.577,0.707,E,-8.101,minor,0.0305,0.00128,1.1e-4,0.318,0.572,129.974,238013,4,E minor,36
7ABYhkgpW9GIhOU70M1A1P,En plats i solen,https://i.scdn.co/image/dede001ffb74bf48101ffe15d78baf7abe72d766,2010-06-30,2010-06-30,en plats i solen,49,gamla ullevi,3aXUqL4f3qow5fQL2chOC2,0.567,0.864,F#,-7.846,minor,0.0476,5.69e-5,1.95e-4,0.231,0.629,120.007,219733,4,F# minor,38
7ABYhkgpW9GIhOU70M1A1P,En plats i solen,https://i.scdn.co/image/dede001ffb74bf48101ffe15d78baf7abe72d766,2010-06-30,2010-06-30,en plats i solen,49,minimalen,06di4SdQJBhPA1uDdymQOz,0.634,0.822,A,-8.336,minor,0.0333,0.00407,0.00204,0.387,0.637,120.018,261787,4,A minor,34
7ABYhkgpW9GIhOU70M1A1P,En plats i solen,https://i.scdn.co/image/dede001ffb74bf48101ffe15d78baf7abe72d766,2010-06-30,2010-06-30,en plats i solen,49,passagerare,0i1EExCQ3MsLFTFlWmPZQe,0.51,0.707,C,-8.837,major,0.0316,3.67e-4,7.55e-4,0.187,0.313,126.016,258920,4,C major,36
0XRQBhtdlp5QveGubuxTxY,Jag är inte rädd för mörkret,https://i.scdn.co/image/c325dcaa7f5884ffeafe4bca7cf9d3a2c4daccc4,2012-04-25,2012-04-25,jag är inte rädd för mörkret,54,999,0Arho21onY1yo49so5Cam3,0.451,0.896,C,-5.691,major,0.0667,2.38e-4,0.00733,0.315,0.254,132.097,413000,4,C major,53
0XRQBhtdlp5QveGubuxTxY,Jag är inte rädd för mörkret,https://i.scdn.co/image/c325dcaa7f5884ffeafe4bca7cf9d3a2c4daccc4,2012-04-25,2012-04-25,jag är inte rädd för mörkret,54,petroleum,4nwN9ph4aZG6b9MuqUP7gO,0.513,0.933,D,-5.044,minor,0.0449,3.34e-5,9.36e-4,0.145,0.673,120.022,242840,4,D minor,45
0XRQBhtdlp5QveGubuxTxY,Jag är inte rädd för mörkret,https://i.scdn.co/image/c325dcaa7f5884ffeafe4bca7cf9d3a2c4daccc4,2012-04-25,2012-04-25,jag är inte rädd för mörkret,54,isis  bast,6OuqcBdzaiCImHMQCUZhcO,0.499,0.66,E,-6.882,minor,0.0468,4.93e-4,0.122,0.381,0.534,168.082,254960,4,E minor,38
0XRQBhtdlp5QveGubuxTxY,Jag är inte rädd för mörkret,https://i.scdn.co/image/c325dcaa7f5884ffeafe4bca7cf9d3a2c4daccc4,2012-04-25,2012-04-25,jag är inte rädd för mörkret,54,jag ser dig,7s3CpLGaVxNVbC1RzyZNyQ,0.517,0.829,G,-5.428,major,0.0537,7.37e-5,0.0078,0.322,0.336,127.998,335853,4,G major,47
0XRQBhtdlp5QveGubuxTxY,Jag är inte rädd för mörkret,https://i.scdn.co/image/c325dcaa7f5884ffeafe4bca7cf9d3a2c4daccc4,2012-04-25,2012-04-25,jag är inte rädd för mörkret,54,tänd på,4bPBueSsUeS7DyAG5ECskL,0.444,0.902,F,-5.429,major,0.129,7.05e-4,0.176,0.308,0.305,99.954,283773,4,F major,43
0XRQBhtdlp5QveGubuxTxY,Jag är inte rädd för mörkret,https://i.scdn.co/image/c325dcaa7f5884ffeafe4bca7cf9d3a2c4daccc4,2012-04-25,2012-04-25,jag är inte rädd för mörkret,54,beredd på allt,7awqxymZ50QxQp2Z4I25QT,0.537,0.808,G,-6.787,major,0.0313,4.94e-5,0.0252,0.258,0.562,130.019,273960,4,G major,37
0XRQBhtdlp5QveGubuxTxY,Jag är inte rädd för mörkret,https://i.scdn.co/image/c325dcaa7f5884ffeafe4bca7cf9d3a2c4daccc4,2012-04-25,2012-04-25,jag är inte rädd för mörkret,54,ruta 1,7BL2uk1x6xon8UXjtPRera,0.597,0.665,D,-7.618,major,0.0299,0.024,0.00178,0.128,0.294,105.997,254027,4,D major,36
0XRQBhtdlp5QveGubuxTxY,Jag är inte rädd för mörkret,https://i.scdn.co/image/c325dcaa7f5884ffeafe4bca7cf9d3a2c4daccc4,2012-04-25,2012-04-25,jag är inte rädd för mörkret,54,färger på natten,6wtrk1hDw3qYSrb8FMrCxO,0.448,0.838,G,-4.919,major,0.0317,4.05e-5,0.011,0.402,0.382,97.995,242907,4,G major,39
0XRQBhtdlp5QveGubuxTxY,Jag är inte rädd för mörkret,https://i.scdn.co/image/c325dcaa7f5884ffeafe4bca7cf9d3a2c4daccc4,2012-04-25,2012-04-25,jag är inte rädd för mörkret,54,låt dom komma,4NpXZ9ZF7LVsIGfaxNws9X,0.486,0.779,E,-5.553,minor,0.0361,1.56e-5,0.00747,0.316,0.31,123.027,238507,4,E minor,38
0XRQBhtdlp5QveGubuxTxY,Jag är inte rädd för mörkret,https://i.scdn.co/image/c325dcaa7f5884ffeafe4bca7cf9d3a2c4daccc4,2012-04-25,2012-04-25,jag är inte rädd för mörkret,54,hänsyn,0H5mUvb1LmnonjhlqveTho,0.46,0.722,D,-7.074,minor,0.0317,0.00112,7.45e-4,0.229,0.351,97.983,213027,4,D minor,34
0ntmUPwjfE9iGGM9qHglCm,Tigerdrottningen,https://i.scdn.co/image/4aa8d3f5950c7cb2bbc4a2871c1d5976634eb3c2,2014-04-30,2014-04-30,tigerdrottningen,57,mirage,69ESJbOLqVS0WPdZRoDJZs,0.7,0.736,A,-7.735,minor,0.0352,2.26e-4,0.49,0.0898,0.585,120.013,335387,4,A minor,46
0ntmUPwjfE9iGGM9qHglCm,Tigerdrottningen,https://i.scdn.co/image/4aa8d3f5950c7cb2bbc4a2871c1d5976634eb3c2,2014-04-30,2014-04-30,tigerdrottningen,57,var är vi nu,63hWuiprDBjRaxqeKD0zAO,0.644,0.634,F,-8.203,major,0.0286,0.0207,0.209,0.223,0.56,114.005,260400,4,F major,48
0ntmUPwjfE9iGGM9qHglCm,Tigerdrottningen,https://i.scdn.co/image/4aa8d3f5950c7cb2bbc4a2871c1d5976634eb3c2,2014-04-30,2014-04-30,tigerdrottningen,57,skogarna,1sooFzDM1RliqdZMBev9KP,0.598,0.834,G,-6.638,major,0.0334,5.07e-5,0.0596,0.0938,0.367,111.987,231267,4,G major,46
0ntmUPwjfE9iGGM9qHglCm,Tigerdrottningen,https://i.scdn.co/image/4aa8d3f5950c7cb2bbc4a2871c1d5976634eb3c2,2014-04-30,2014-04-30,tigerdrottningen,57,la belle epoque,15M6SHzRlL4uSdgRTQtH33,0.505,0.67,F#,-6.93,minor,0.0488,4.72e-4,0.00366,0.122,0.824,158.034,238000,4,F# minor,55
0ntmUPwjfE9iGGM9qHglCm,Tigerdrottningen,https://i.scdn.co/image/4aa8d3f5950c7cb2bbc4a2871c1d5976634eb3c2,2014-04-30,2014-04-30,tigerdrottningen,57,svart snö,118ISwvHldRWV9jGfxFuF4,0.5,0.765,E,-6.539,minor,0.0403,6.27e-4,0.0028,0.233,0.333,129.916,248787,4,E minor,43
0ntmUPwjfE9iGGM9qHglCm,Tigerdrottningen,https://i.scdn.co/image/4aa8d3f5950c7cb2bbc4a2871c1d5976634eb3c2,2014-04-30,2014-04-30,tigerdrottningen,57,allt har sin tid,01UWg3q4NvyNAKcie2Kd6W,0.55,0.699,A,-6.585,minor,0.0405,9.8e-4,0.0881,0.108,0.354,127.974,312787,4,A minor,40
0ntmUPwjfE9iGGM9qHglCm,Tigerdrottningen,https://i.scdn.co/image/4aa8d3f5950c7cb2bbc4a2871c1d5976634eb3c2,2014-04-30,2014-04-30,tigerdrottningen,57,innan himlen faller ner,4b79nQWRDgDRCAddZC3Hp7,0.592,0.719,F,-7.134,minor,0.0291,0.00486,0.0238,0.1,0.697,94.002,232667,4,F minor,42
0ntmUPwjfE9iGGM9qHglCm,Tigerdrottningen,https://i.scdn.co/image/4aa8d3f5950c7cb2bbc4a2871c1d5976634eb3c2,2014-04-30,2014-04-30,tigerdrottningen,57,din enda vän,6ebARxLtyhHsg8sBW4Ispk,0.561,0.77,A,-6.719,minor,0.0427,0.00148,0.106,0.226,0.552,126.081,259613,4,A minor,41
0ntmUPwjfE9iGGM9qHglCm,Tigerdrottningen,https://i.scdn.co/image/4aa8d3f5950c7cb2bbc4a2871c1d5976634eb3c2,2014-04-30,2014-04-30,tigerdrottningen,57,godhet,6cNTJ8Pa7kTVDXhkLWeuQY,0.567,0.605,F#,-9.369,minor,0.0412,4.47e-4,0.0504,0.126,0.455,123.042,262840,4,F# minor,42
0ntmUPwjfE9iGGM9qHglCm,Tigerdrottningen,https://i.scdn.co/image/4aa8d3f5950c7cb2bbc4a2871c1d5976634eb3c2,2014-04-30,2014-04-30,tigerdrottningen,57,simmaren,49m4UZoTltJVrZ1dn0F6JE,0.673,0.633,C,-6.833,major,0.0305,0.00214,0.00332,0.12,0.411,114.026,235627,4,C major,38
0ntmUPwjfE9iGGM9qHglCm,Tigerdrottningen,https://i.scdn.co/image/4aa8d3f5950c7cb2bbc4a2871c1d5976634eb3c2,2014-04-30,2014-04-30,tigerdrottningen,57,den andra sidan,7jJ1NGmz8WGJpyCglo8AQg,0.413,0.547,A,-6.88,minor,0.0297,3.09e-4,0.0651,0.178,0.229,150.091,304267,4,A minor,41
6DlnFlZTrd19WA41zUjZUh,Då Som Nu För Alltid,https://i.scdn.co/image/11d7adc99207039696c594d8feb7e421119ef14f,2016-05-20,2016-05-20,då som nu för alltid,64,andromeda,4kDxEgxDsxbvepRR3LwpOn,0.595,0.694,D,-6.644,major,0.034,0.0171,0,0.0908,0.321,101.959,276253,4,D major,56
6DlnFlZTrd19WA41zUjZUh,Då Som Nu För Alltid,https://i.scdn.co/image/11d7adc99207039696c594d8feb7e421119ef14f,2016-05-20,2016-05-20,då som nu för alltid,64,tennsoldater,6DJ9qh6MotiHitrqTy6Cl1,0.685,0.61,D,-6.617,minor,0.0341,4.09e-4,1.97e-5,0.253,0.784,111.003,247933,4,D minor,51
6DlnFlZTrd19WA41zUjZUh,Då Som Nu För Alltid,https://i.scdn.co/image/11d7adc99207039696c594d8feb7e421119ef14f,2016-05-20,2016-05-20,då som nu för alltid,64,vi är för alltid,2WATrpIPvtgmByc8MrIuHs,0.614,0.685,E,-7.57,minor,0.0303,0.0028,0.00413,0.128,0.484,111.999,290760,4,E minor,53
6DlnFlZTrd19WA41zUjZUh,Då Som Nu För Alltid,https://i.scdn.co/image/11d7adc99207039696c594d8feb7e421119ef14f,2016-05-20,2016-05-20,då som nu för alltid,64,den vänstra stranden,7rT0E6Zdt9pUXWg4E5UXVI,0.49,0.837,E,-6.742,minor,0.0335,0.00616,0.0117,0.189,0.147,148.017,286360,4,E minor,50
6DlnFlZTrd19WA41zUjZUh,Då Som Nu För Alltid,https://i.scdn.co/image/11d7adc99207039696c594d8feb7e421119ef14f,2016-05-20,2016-05-20,då som nu för alltid,64,nattpojken  dagflickan,4qx4LtQrMBRyy7oozNZuQ2,0.63,0.634,D,-7.613,major,0.0314,0.00309,5.33e-6,0.147,0.488,129.98,235853,4,D major,51
6DlnFlZTrd19WA41zUjZUh,Då Som Nu För Alltid,https://i.scdn.co/image/11d7adc99207039696c594d8feb7e421119ef14f,2016-05-20,2016-05-20,då som nu för alltid,64,vi är inte längre där,54DEdGLgtE60M6AHrGPkx5,0.519,0.743,A#,-7.226,major,0.0412,0.00305,6.33e-4,0.168,0.0955,120.926,319093,4,A# major,55
6DlnFlZTrd19WA41zUjZUh,Då Som Nu För Alltid,https://i.scdn.co/image/11d7adc99207039696c594d8feb7e421119ef14f,2016-05-20,2016-05-20,då som nu för alltid,64,förlåtelsen,4lgFAspCCj6QFU5Pk985kR,0.673,0.85,C#,-6.64,minor,0.0284,3.58e-4,0.075,0.177,0.74,117.999,355080,4,C# minor,55
6DlnFlZTrd19WA41zUjZUh,Då Som Nu För Alltid,https://i.scdn.co/image/11d7adc99207039696c594d8feb7e421119ef14f,2016-05-20,2016-05-20,då som nu för alltid,64,skyll inte ifrån dig,2NtJvAnNNfa69tKzTrIT5P,0.495,0.81,G,-7.413,major,0.0377,0.00516,0.00429,0.214,0.461,148.043,268840,4,G major,48
6DlnFlZTrd19WA41zUjZUh,Då Som Nu För Alltid,https://i.scdn.co/image/11d7adc99207039696c594d8feb7e421119ef14f,2016-05-20,2016-05-20,då som nu för alltid,64,gigi,31WpmkYDxa6xTdL1AniiC3,0.544,0.567,A#,-7.367,major,0.0317,0.125,1.87e-4,0.0588,0.243,132.031,232960,4,A# major,51
6DlnFlZTrd19WA41zUjZUh,Då Som Nu För Alltid,https://i.scdn.co/image/11d7adc99207039696c594d8feb7e421119ef14f,2016-05-20,2016-05-20,då som nu för alltid,64,falska profeter,0nk2qlY7UFowJWIP9PIovZ,0.539,0.739,B,-6.588,minor,0.0326,0.0053,1.65e-6,0.123,0.499,102.977,378640,4,B minor,49
6DlnFlZTrd19WA41zUjZUh,Då Som Nu För Alltid,https://i.scdn.co/image/11d7adc99207039696c594d8feb7e421119ef14f,2016-05-20,2016-05-20,då som nu för alltid,64,den sista sången,0C0AlZKEPGUzpePvzqwkxP,0.488,0.625,E,-9.456,minor,0.0352,0.0709,0.452,0.111,0.292,165.979,316373,4,E minor,58
